"Plot_code","SF","Intersect_begin","Intersect_end","Diam_cm","Class","Position","Multi_intersect"
"IronMtn_Derby_1_5_long_2","5",0.5,0.67,14.1,3,"E","N"
"IronMtn_Derby_1_5_long_2","5",1.02,1.23,16.3,3,"E","N"
"IronMtn_Derby_1_5_long_2","5",3.52,3.76,13,3,"E","N"
"IronMtn_Derby_1_5_long_2","5",8.63,8.89,19.6,3,"E","Y"
"IronMtn_Derby_1_5_long_2","5",8.63,NA,11.2,3,"G","Y"
"IronMtn_Derby_1_5_long_2","5",9,9.23,12.3,3,"E","N"
"IronMtn_Derby_1_5_long_2","5",9.79,9.91,11.3,3,"E","N"
"IronMtn_Derby_1_5_long_2","5",10.01,10.15,11.1,3,"E","N"
"IronMtn_Derby_1_5_long_2","5",11.68,11.79,12.7,3,"E","N"
"IronMtn_Derby_1_5_long_2","5",14.89,15.12,24,3,"E","Y"
"IronMtn_Derby_1_5_long_2","5",14.89,NA,16.2,3,"E","Y"
"IronMtn_Derby_1_5_long_2","5",18.25,18.4,18.3,3,"G","N"
"IronMtn_Derby_1_5_long_2","5",18.61,18.75,13.8,3,"E","N"
"IronMtn_Derby_1_5_short_0","1",0,1.3,28.8,5,"G","N"
"IronMtn_Derby_1_5_short_0","1",15.59,16.21,30.3,5,"G","N"
"IronMtn_Derby_1_5_short_0","2",36.94,37.37,30.2,4,"G","N"
"IronMtn_Derby_1_5_short_0","2",40.67,40.79,9.7,3,"G","N"
"IronMtn_Derby_1_5_short_0","3",3.67,3.89,18,5,"G","N"
"IronMtn_Derby_1_5_short_0","3",5.68,6.03,10.2,3,"G","N"
"IronMtn_Derby_1_5_short_0","4",36.43,37.08,17.3,3,"G","Y"
"IronMtn_Derby_1_5_short_0","4",36.43,NA,16.7,3,"E","Y"
"IronMtn_Derby_1_5_short_0","5",1.66,1.83,16.1,3,"E","N"
"IronMtn_Derby_1_5_short_0","5",3.19,3.37,11.9,3,"G","N"
"IronMtn_Derby_1_5_short_0","5",4.38,4.52,10.1,5,"G","N"
"IronMtn_Derby_1_5_short_0","5",5.37,5.49,9.1,4,"G","N"
"IronMtn_Derby_1_5_short_0","5",12.99,13.18,20.1,4,"G","N"
"IronMtn_Derby_1_5_short_0","5",13.59,13.78,12,5,"G","N"
"IronMtn_Derby_1_5_short_0","5",18.07,18.16,9,3,"E","N"
"Mystic_BearpawBay_1_1_long_1","2",30.35,30.58,18.1,4,"E","N"
"Mystic_BearpawBay_1_1_long_1","2",31.02,31.2,8.1,4,"G","N"
"Mystic_BearpawBay_1_1_long_1","2",31.68,31.9,20.8,3,"E","N"
"Mystic_BearpawBay_1_1_long_1","2",32.38,32.8,20.4,4,"E","Y"
"Mystic_BearpawBay_1_1_long_1","2",32.38,NA,17.7,4,"G","Y"
"Mystic_BearpawBay_1_1_long_1","2",33.48,33.63,13.6,3,"E","N"
"Mystic_BearpawBay_1_1_long_1","2",33.81,34.11,17.1,3,"G","N"
"Mystic_BearpawBay_1_1_long_1","2",34.48,34.6,11.1,3,"G","N"
"Mystic_BearpawBay_1_1_long_1","2",38.9,39.32,20,3,"E","Y"
"Mystic_BearpawBay_1_1_long_1","2",38.9,NA,22.1,3,"E","Y"
"Mystic_BearpawBay_1_1_long_1","2",39.4,39.56,14.6,4,"G","N"
"Mystic_BearpawBay_1_1_long_1","2",44.68,45.02,14.7,4,"E","N"
"Mystic_BearpawBay_1_1_long_1","2",47.62,47.77,13.8,3,"E","N"
"Mystic_BearpawBay_1_1_long_1","2",48.32,48.45,8.7,5,"G","N"
"Mystic_BearpawBay_1_1_long_1","2",49.07,49.33,24.7,4,"E","N"
"Mystic_BearpawBay_1_1_long_1","3",0.88,0.97,9.1,4,"E","N"
"Mystic_BearpawBay_1_1_long_1","3",3.91,4.05,13.4,3,"E","N"
"Mystic_BearpawBay_1_1_long_1","3",8.41,8.81,23.2,3,"G","N"
"Mystic_BearpawBay_1_1_long_1","3",8.87,9.04,12.1,4,"E","N"
"Mystic_BearpawBay_1_1_long_1","3",10.03,10.23,9.1,3,"E","N"
"Mystic_BearpawBay_1_1_long_1","3",14.96,15.13,15.1,5,"G","N"
"Mystic_BearpawBay_1_1_long_1","3",15.3,15.62,17.2,5,"G","N"
"Mystic_BearpawBay_1_1_long_1","3",18.09,18.34,11.1,4,"G","N"
"Mystic_BearpawBay_1_1_long_1","4",31.14,31.27,9.5,4,"E","N"
"Mystic_BearpawBay_1_1_long_1","4",31.56,31.94,26.4,5,"G","N"
"Mystic_BearpawBay_1_1_long_1","4",33.7,33.84,9.6,5,"G","N"
"Mystic_BearpawBay_1_1_long_1","4",35.07,35.2,11.2,3,"E","N"
"Mystic_BearpawBay_1_1_long_1","4",37.01,37.22,15.4,4,"G","N"
"Mystic_BearpawBay_1_1_long_1","4",38.22,38.8,14.6,4,"G","N"
"Mystic_BearpawBay_1_1_long_1","4",39.15,39.36,17.3,3,"E","Y"
"Mystic_BearpawBay_1_1_long_1","4",39.15,NA,13,5,"G","Y"
"Mystic_BearpawBay_1_1_long_1","4",39.44,39.65,10.9,3,"E","N"
"Mystic_BearpawBay_1_1_long_1","4",41.26,41.42,7.8,3,"E","N"
"Mystic_BearpawBay_1_1_long_1","4",43.77,44.12,28,4,"G","N"
"Mystic_BearpawBay_1_1_long_1","4",44.49,45.05,51.5,5,"G","N"
"Mystic_BearpawBay_1_1_long_1","4",45.68,46.05,17.1,3,"E","N"
"Mystic_BearpawBay_1_1_long_1","4",49.32,49.48,10.6,3,"G","N"
"Mystic_BearpawBay_1_1_long_1","6",6.3,6.56,18.8,4,"G","N"
"Mystic_BearpawBay_1_1_long_1","6",7.59,7.79,13.5,3,"E","N"
"Mystic_BearpawBay_1_1_long_1","6",9.59,9.95,12.7,3,"E","N"
"Mystic_BearpawBay_1_1_long_1","6",12.97,13.16,17.5,3,"E","N"
"Mystic_BearpawBay_1_1_long_1","6",13.65,13.98,20.7,4,"E","N"
"Mystic_BearpawBay_1_1_long_1","6",15.89,16.01,13.4,3,"E","N"
"Mystic_BearpawBay_1_1_long_1","6",16.98,17.26,21.9,4,"E","N"
"Mystic_BearpawBay_1_1_long_1","6",22.43,22.58,13.1,3,"E","N"
"Mystic_BearpawBay_1_1_long_1","6",23.24,23.59,24.6,4,"G","N"
"Mystic_BearpawBay_1_1_long_1","7",0.22,0.56,14.4,3,"E","Y"
"Mystic_BearpawBay_1_1_long_1","7",0.22,NA,15.7,4,"G","Y"
"Mystic_BearpawBay_1_1_long_1","7",1.14,1.52,19.5,4,"E","N"
"Mystic_BearpawBay_1_1_long_1","7",1.7,1.83,11.9,5,"G","N"
"Mystic_BearpawBay_1_1_long_1","7",3.19,3.35,15.5,4,"G","N"
"Mystic_BearpawBay_1_1_long_1","7",3.77,4.02,19.1,3,"E","N"
"Mystic_BearpawBay_1_1_long_1","7",5.52,5.76,16.2,3,"E","N"
"Mystic_BearpawBay_1_1_long_1","7",8.75,9.06,10.9,4,"E","N"
"Mystic_BearpawBay_1_1_long_1","7",10.8,11.06,20.2,3,"E","N"
"Mystic_BearpawBay_1_1_long_1","7",11.84,12.05,23.3,4,"E","N"
"Mystic_BearpawBay_1_1_long_1","7",12.83,13.12,26.4,3,"E","N"
"Mystic_BearpawBay_1_1_long_1","7",13.37,13.53,10,3,"E","N"
"Mystic_BearpawBay_1_1_long_1","7",14.21,14.51,15,3,"E","N"
"Mystic_BearpawBay_1_1_long_1","7",15.99,16.16,13.3,4,"E","N"
"Mystic_BearpawBay_1_1_long_1","7",16.25,16.39,12.7,4,"G","N"
"Mystic_BearpawBay_1_1_long_1","7",16.59,17.32,16.7,3,"E","Y"
"Mystic_BearpawBay_1_1_long_1","7",16.59,NA,18.5,4,"G","Y"
"Mystic_BearpawBay_1_1_long_1","7",17.97,18.11,9.9,4,"E","N"
"Mystic_BearpawBay_1_1_long_1","7",19.06,19.52,14.2,3,"E","Y"
"Mystic_BearpawBay_1_1_long_1","7",19.06,NA,29.7,3,"G","Y"
"Mystic_BearpawBay_1_1_long_1","7",19.53,19.65,8.4,3,"E","N"
"Mystic_BearpawBay_1_1_short_0","2",34.27,34.4,11.5,3,"E","N"
"Mystic_BearpawBay_1_1_short_0","2",34.45,34.59,13.3,3,"E","N"
"Mystic_BearpawBay_1_1_short_0","2",37.25,37.38,11.6,3,"E","N"
"Mystic_BearpawBay_1_1_short_0","2",38.51,38.58,7.9,4,"G","N"
"Mystic_BearpawBay_1_1_short_0","3",1.21,1.32,10,5,"G","N"
"Mystic_BearpawBay_1_1_short_0","3",4.24,4.66,12.6,4,"G","Y"
"Mystic_BearpawBay_1_1_short_0","3",4.24,NA,10,4,"E","Y"
"Mystic_BearpawBay_1_1_short_0","3",5.16,5.39,11.7,4,"E","N"
"Mystic_BearpawBay_1_1_short_0","3",5.48,6.27,10.6,5,"G","N"
"Mystic_BearpawBay_1_1_short_0","3",7.07,7.22,8,3,"E","N"
"Mystic_BearpawBay_1_1_short_0","3",9.02,9.17,7.7,3,"E","N"
"Mystic_BearpawBay_1_1_short_0","3",16.33,16.45,10.1,4,"E","N"
"Mystic_BearpawBay_1_1_short_0","3",16.91,17.03,10,3,"E","N"
"Mystic_BearpawBay_1_1_short_0","3",17.88,17.99,8.8,4,"G","N"
"Mystic_BearpawBay_1_1_short_0","3",18.33,18.54,14.9,5,"G","N"
"Mystic_BearpawBay_1_1_short_0","4",32.14,32.25,9,4,"E","N"
"Mystic_BearpawBay_1_1_short_0","4",32.67,32.79,9.7,4,"E","N"
"Mystic_BearpawBay_1_1_short_0","4",43.89,44.02,9.2,3,"E","N"
"Mystic_BearpawBay_1_1_short_0","4",46.89,47.4,12.8,3,"G","N"
"Mystic_BearpawBay_1_1_short_0","4",49.64,49.72,9.4,3,"E","N"
"Mystic_BearpawBay_1_1_short_0","6",19.69,19.89,7.6,3,"E","Y"
"Mystic_BearpawBay_1_1_short_0","6",19.69,NA,9,3,"E","Y"
"Mystic_BearpawBay_1_1_short_0","7",2.41,2.68,12.6,3,"E","N"
"Mystic_BearpawBay_1_1_short_0","7",19.7,20,8.1,3,"E","Y"
"Mystic_BearpawBay_1_1_short_0","7",19.7,NA,13.3,3,"E","Y"
"Mystic_BearpawBay_2_3_long_3","1",1.28,1.41,9.9,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","1",5.5,5.88,16,4,"G","N"
"Mystic_BearpawBay_2_3_long_3","1",6.38,6.5,8.6,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","1",8.14,8.26,15,4,"G","N"
"Mystic_BearpawBay_2_3_long_3","1",11.44,11.63,16.8,3,"E","Y"
"Mystic_BearpawBay_2_3_long_3","1",11.44,NA,13.8,3,"E","Y"
"Mystic_BearpawBay_2_3_long_3","1",12.11,12.28,12.6,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","1",13.04,13.26,11.5,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","1",14.97,15.2,12.8,4,"G","N"
"Mystic_BearpawBay_2_3_long_3","1",17.29,17.4,8.3,3,"G","N"
"Mystic_BearpawBay_2_3_long_3","1",18.95,19.08,9.1,3,"E","Y"
"Mystic_BearpawBay_2_3_long_3","1",18.95,NA,9.3,3,"E","Y"
"Mystic_BearpawBay_2_3_long_3","2",0.78,0.92,13.6,4,"G","N"
"Mystic_BearpawBay_2_3_long_3","2",1.84,1.99,15.6,5,"G","N"
"Mystic_BearpawBay_2_3_long_3","2",2.16,2.31,13.1,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","2",2.56,2.79,14.5,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","2",3.55,3.79,11.2,3,"E","Y"
"Mystic_BearpawBay_2_3_long_3","2",3.55,NA,11.5,4,"G","Y"
"Mystic_BearpawBay_2_3_long_3","2",4.63,4.85,15.5,4,"E","Y"
"Mystic_BearpawBay_2_3_long_3","2",4.63,NA,15.7,4,"G","Y"
"Mystic_BearpawBay_2_3_long_3","2",9.37,9.6,17.3,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","2",11.78,12.09,18.8,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","2",14.09,14.21,10.1,3,"G","N"
"Mystic_BearpawBay_2_3_long_3","2",14.56,14.73,11.7,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","2",16.29,16.45,16.4,3,"E","Y"
"Mystic_BearpawBay_2_3_long_3","2",16.29,NA,15.6,3,"G","Y"
"Mystic_BearpawBay_2_3_long_3","2",17.63,17.83,11.2,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","2",18.15,18.28,10,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","2",18.56,19.15,30.7,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","3",0.33,0.64,18.2,5,"G","N"
"Mystic_BearpawBay_2_3_long_3","3",2.53,2.67,16.9,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","3",2.85,2.93,8,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","3",3.16,3.3,9.3,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","3",4.94,5.09,17,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","3",5.53,5.67,14.1,3,"G","N"
"Mystic_BearpawBay_2_3_long_3","3",8.34,8.5,18.1,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","3",9.22,9.35,12.1,3,"G","N"
"Mystic_BearpawBay_2_3_long_3","3",10.84,11.04,14.6,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","3",16.6,16.83,11.5,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","4",5.2,5.33,10.2,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","4",5.49,5.69,15.4,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","4",5.9,6.03,9.4,3,"G","N"
"Mystic_BearpawBay_2_3_long_3","4",6.75,6.83,7.8,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","4",6.89,7.24,10.2,3,"G","N"
"Mystic_BearpawBay_2_3_long_3","4",7.49,7.58,9.3,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","4",8.64,8.72,8.9,3,"G","N"
"Mystic_BearpawBay_2_3_long_3","4",8.95,9.06,15.7,3,"E","Y"
"Mystic_BearpawBay_2_3_long_3","4",8.95,NA,15.1,3,"E","Y"
"Mystic_BearpawBay_2_3_long_3","4",11.23,11.39,13.2,4,"G","N"
"Mystic_BearpawBay_2_3_long_3","4",14.4,15.18,17.4,3,"G","N"
"Mystic_BearpawBay_2_3_long_3","4",16.43,16.65,14.7,3,"E","Y"
"Mystic_BearpawBay_2_3_long_3","4",16.43,NA,15.9,3,"E","Y"
"Mystic_BearpawBay_2_3_long_3","4",16.9,19.6,21,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","4",20.79,20.9,8.5,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","4",21.51,21.76,16.8,3,"G","N"
"Mystic_BearpawBay_2_3_long_3","4",24.1,24.29,16,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","5",1.03,1.16,11.4,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","5",2.95,3.07,9,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","5",6.78,6.92,13.6,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","5",9.38,9.51,10.2,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","5",9.51,9.62,7.6,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","5",13.16,13.33,11.4,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","5",13.61,13.83,18.3,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","5",15.52,15.69,13.7,3,"E","N"
"Mystic_BearpawBay_2_3_long_3","5",16.64,16.91,19.2,3,"G","N"
"Mystic_BearpawBay_2_3_long_3","5",18.12,18.25,16.1,3,"E","N"
"Mystic_BearpawBay_2_3_short_0","1",31.39,31.7,15.5,4,"E","N"
"Mystic_BearpawBay_2_3_short_0","1",31.94,32.19,22.4,4,"G","N"
"Mystic_BearpawBay_2_3_short_0","1",32.23,32.34,8.8,3,"E","N"
"Mystic_BearpawBay_2_3_short_0","1",34.33,34.47,10.8,3,"E","N"
"Mystic_BearpawBay_2_3_short_0","1",35.01,35.11,7.8,3,"E","N"
"Mystic_BearpawBay_2_3_short_0","1",35.47,35.64,21.9,5,"G","N"
"Mystic_BearpawBay_2_3_short_0","1",38.2,38.61,31.8,5,"G","N"
"Mystic_BearpawBay_2_3_short_0","1",44.32,44.63,7.9,3,"E","Y"
"Mystic_BearpawBay_2_3_short_0","1",44.32,NA,8.3,3,"E","Y"
"Mystic_BearpawBay_2_3_short_0","1",48.76,48.95,16.2,5,"G","N"
"Mystic_BearpawBay_2_3_short_0","2",0,0.2,10,4,"G","N"
"Mystic_BearpawBay_2_3_short_0","2",4.51,4.68,9,3,"E","N"
"Mystic_BearpawBay_2_3_short_0","2",4.84,5.03,17.8,5,"G","N"
"Mystic_BearpawBay_2_3_short_0","2",5.47,5.6,15.8,4,"G","N"
"Mystic_BearpawBay_2_3_short_0","2",7.56,7.75,9.4,3,"G","N"
"Mystic_BearpawBay_2_3_short_0","2",12.46,12.67,18.9,5,"G","N"
"Mystic_BearpawBay_2_3_short_0","2",13.84,13.97,12.1,4,"G","N"
"Mystic_BearpawBay_2_3_short_0","2",14.59,14.72,9.9,5,"G","N"
"Mystic_BearpawBay_2_3_short_0","2",15.87,16,11.4,4,"G","N"
"Mystic_BearpawBay_2_3_short_0","2",16.49,16.62,8.9,3,"G","N"
"Mystic_BearpawBay_2_3_short_0","2",17.53,17.83,21.5,5,"G","Y"
"Mystic_BearpawBay_2_3_short_0","2",17.53,NA,17.7,5,"E","Y"
"Mystic_BearpawBay_2_3_short_0","3",1.57,1.79,12.2,3,"E","N"
"Mystic_BearpawBay_2_3_short_0","3",2.02,2.69,23.3,5,"G","N"
"Mystic_BearpawBay_2_3_short_0","3",4.32,4.39,7.7,3,"G","N"
"Mystic_BearpawBay_2_3_short_0","3",8.6,8.73,10.2,3,"E","N"
"Mystic_BearpawBay_2_3_short_0","3",11.23,11.35,9.5,3,"G","N"
"Mystic_BearpawBay_2_3_short_0","3",13.95,14.07,8,3,"E","N"
"Mystic_BearpawBay_2_3_short_0","3",14.19,14.63,29.2,5,"G","N"
"Mystic_BearpawBay_2_3_short_0","3",15.03,15.3,8.5,3,"E","N"
"Mystic_BearpawBay_2_3_short_0","3",15.39,15.49,7.7,3,"E","N"
"Mystic_BearpawBay_2_3_short_0","3",17.18,17.25,7.9,3,"G","N"
"Mystic_BearpawBay_2_3_short_0","3",17.67,17.82,10.7,3,"E","N"
"Mystic_BearpawBay_2_3_short_0","3",19.55,19.94,16.6,5,"G","N"
"Mystic_BearpawBay_2_3_short_0","4",30.48,30.53,7.8,3,"E","N"
"Mystic_BearpawBay_2_3_short_0","4",32.68,32.78,9.9,3,"E","N"
"Mystic_BearpawBay_2_3_short_0","4",37.68,37.92,10.6,3,"E","N"
"Mystic_BearpawBay_2_3_short_0","4",38.89,39.06,9,3,"E","N"
"Mystic_BearpawBay_2_3_short_0","4",39.31,39.45,12.4,3,"E","N"
"Mystic_BearpawBay_2_3_short_0","4",41.15,41.26,11.6,3,"G","N"
"Mystic_BearpawBay_2_3_short_0","4",42.02,42.23,19,3,"E","N"
"Mystic_BearpawBay_2_3_short_0","4",48.4,48.51,8.7,3,"E","N"
"Mystic_BearpawBay_2_3_short_0","5",0.73,0.85,8.4,3,"E","N"
"Mystic_BearpawBay_2_3_short_0","5",0.9,1.15,9,3,"G","N"
"Mystic_BearpawBay_2_3_short_0","5",1.83,2.35,28.8,5,"G","Y"
"Mystic_BearpawBay_2_3_short_0","5",1.83,NA,10.2,3,"E","Y"
"Mystic_BearpawBay_2_3_short_0","5",2.84,3.09,18,5,"G","N"
"Mystic_BearpawBay_2_3_short_0","5",3.5,3.64,15.2,5,"G","N"
"Mystic_BearpawBay_2_3_short_0","5",5.15,5.25,9.1,4,"G","N"
"Mystic_BearpawBay_2_3_short_0","5",6.25,6.35,10.9,4,"G","N"
"Mystic_BearpawBay_2_3_short_0","5",7.41,7.5,9.3,4,"G","N"
"Mystic_BearpawBay_2_3_short_0","5",11.43,11.7,21.5,3,"G","N"
"Mystic_BearpawBay_2_3_short_0","5",13.11,13.33,10.7,4,"G","N"
"Mystic_BearpawBay_2_3_short_0","5",15.74,15.89,11.9,4,"G","N"
"Mystic_BearpawBay_2_3_short_0","5",16.25,16.5,22.5,5,"G","N"
"Mystic_BearpawBay_2_3_short_0","5",19.09,19.32,9,3,"E","N"
"NFork_Cygnet_1_1_long_3","1",0,0.22,13.4,3,"E","N"
"NFork_Cygnet_1_1_long_3","1",1.74,1.88,11.2,4,"G","N"
"NFork_Cygnet_1_1_long_3","1",4.58,4.93,26.4,3,"G","N"
"NFork_Cygnet_1_1_long_3","1",5.7,5.92,20.6,5,"G","N"
"NFork_Cygnet_1_1_long_3","1",11.72,12.03,20.1,3,"E","N"
"NFork_Cygnet_1_1_long_3","1",15.76,15.89,11.9,3,"G","N"
"NFork_Cygnet_1_1_long_3","1",16.89,17.3,24.1,3,"G","N"
"NFork_Cygnet_1_1_long_3","1",19.88,20,8.7,3,"E","Y"
"NFork_Cygnet_1_1_long_3","1",19.88,NA,17,3,"E","Y"
"NFork_Cygnet_1_1_long_3","2",30.78,30.91,12.2,3,"E","N"
"NFork_Cygnet_1_1_long_3","2",31.16,31.53,34.9,3,"G","N"
"NFork_Cygnet_1_1_long_3","2",31.68,31.89,12.8,3,"E","N"
"NFork_Cygnet_1_1_long_3","2",46.24,46.48,22.1,3,"G","N"
"NFork_Cygnet_1_1_long_3","2",47.29,47.63,28.7,4,"G","N"
"NFork_Cygnet_1_1_long_3","3",0.4,0.57,13.5,3,"G","N"
"NFork_Cygnet_1_1_long_3","3",0.82,0.91,9.2,3,"G","N"
"NFork_Cygnet_1_1_long_3","3",4.33,4.64,21,3,"E","N"
"NFork_Cygnet_1_1_long_3","3",5.74,6,19.7,3,"G","N"
"NFork_Cygnet_1_1_long_3","3",6.85,7.11,20.5,3,"E","N"
"NFork_Cygnet_1_1_long_3","3",8.27,8.49,17.2,3,"G","N"
"NFork_Cygnet_1_1_long_3","3",10.81,11,15.9,4,"G","N"
"NFork_Cygnet_1_1_long_3","3",12.75,12.89,12,3,"G","N"
"NFork_Cygnet_1_1_long_3","3",15.28,15.79,29.4,3,"E","N"
"NFork_Cygnet_1_1_long_3","4",30.88,31.05,13.7,5,"G","N"
"NFork_Cygnet_1_1_long_3","4",35.88,36.79,29.5,3,"E","Y"
"NFork_Cygnet_1_1_long_3","4",35.88,NA,22.6,3,"G","Y"
"NFork_Cygnet_1_1_long_3","4",46.35,47.46,21.2,3,"E","Y"
"NFork_Cygnet_1_1_long_3","4",46.35,NA,35.3,5,"G","Y"
"NFork_Cygnet_1_1_long_3","4",49.04,49.39,25.9,3,"E","N"
"NFork_Cygnet_1_1_long_3","5",1.99,2.73,26,5,"G","N"
"NFork_Cygnet_1_1_long_3","5",5.29,5.48,18.1,3,"E","N"
"NFork_Cygnet_1_1_long_3","5",6.65,6.83,13.4,3,"E","N"
"NFork_Cygnet_1_1_long_3","5",9.11,9.36,19.9,3,"E","N"
"NFork_Cygnet_1_1_long_3","5",10.58,10.77,18.9,3,"G","N"
"NFork_Cygnet_1_1_long_3","5",14.45,14.73,25.1,3,"E","N"
"NFork_Cygnet_1_1_long_3","5",16.85,17.2,28.1,3,"G","N"
"NFork_Cygnet_1_1_long_3","5",18.45,18.59,14.3,3,"E","N"
"NFork_Cygnet_1_1_short_0","1",4.41,7.61,38.7,3,"E","Y"
"NFork_Cygnet_1_1_short_0","1",4.41,NA,14.8,3,"G","Y"
"NFork_Cygnet_1_1_short_0","1",4.41,NA,22,3,"E","N"
"NFork_Cygnet_1_1_short_0","1",10.59,11.02,17.2,4,"G","N"
"NFork_Cygnet_1_1_short_0","1",13.4,13.56,11.7,3,"G","N"
"NFork_Cygnet_1_1_short_0","1",13.6,13.68,7.6,4,"G","N"
"NFork_Cygnet_1_1_short_0","1",13.99,14.17,17.5,3,"G","N"
"NFork_Cygnet_1_1_short_0","1",14.78,14.95,8,3,"G","N"
"NFork_Cygnet_1_1_short_0","1",15.81,15.95,10,3,"G","N"
"NFork_Cygnet_1_1_short_0","1",17.22,17.56,29,5,"G","N"
"NFork_Cygnet_1_1_short_0","1",18.61,18.75,12.1,4,"G","N"
"NFork_Cygnet_1_1_short_0","2",32.18,32.38,18.6,4,"G","N"
"NFork_Cygnet_1_1_short_0","2",35.95,36.37,32.9,3,"E","N"
"NFork_Cygnet_1_1_short_0","2",36.44,36.63,18.9,3,"E","N"
"NFork_Cygnet_1_1_short_0","2",36.8,37,19.3,3,"E","Y"
"NFork_Cygnet_1_1_short_0","2",36.8,NA,11.6,3,"G","Y"
"NFork_Cygnet_1_1_short_0","2",37,37.47,29.1,3,"E","N"
"NFork_Cygnet_1_1_short_0","2",43.2,43.76,15.2,3,"G","N"
"NFork_Cygnet_1_1_short_0","2",45.17,45.3,14.2,3,"G","N"
"NFork_Cygnet_1_1_short_0","2",47.25,47.37,9.3,3,"G","N"
"NFork_Cygnet_1_1_short_0","2",48.58,48.84,24.3,3,"G","N"
"NFork_Cygnet_1_1_short_0","2",49.78,49.89,10.1,3,"G","N"
"NFork_Cygnet_1_1_short_0","3",0.45,1.09,26.3,3,"E","Y"
"NFork_Cygnet_1_1_short_0","3",0.45,NA,12,3,"G","Y"
"NFork_Cygnet_1_1_short_0","3",1.16,1.25,7.6,3,"E","N"
"NFork_Cygnet_1_1_short_0","3",4.88,5.08,20.5,3,"G","N"
"NFork_Cygnet_1_1_short_0","3",8.98,10.82,33.2,3,"E","Y"
"NFork_Cygnet_1_1_short_0","3",8.98,NA,10.2,3,"G","Y"
"NFork_Cygnet_1_1_short_0","3",8.98,NA,14.7,4,"G","Y"
"NFork_Cygnet_1_1_short_0","3",8.98,NA,26.5,3,"G","Y"
"NFork_Cygnet_1_1_short_0","3",13.27,13.39,8.8,3,"E","N"
"NFork_Cygnet_1_1_short_0","3",14.02,14.3,25.3,3,"G","N"
"NFork_Cygnet_1_1_short_0","3",15,15.15,10,3,"G","N"
"NFork_Cygnet_1_1_short_0","3",16.29,16.45,14.5,5,"G","N"
"NFork_Cygnet_1_1_short_0","3",16.82,17.13,22.8,3,"G","N"
"NFork_Cygnet_1_1_short_0","3",18.56,18.77,20,3,"E","N"
"NFork_Cygnet_1_1_short_0","4",30.78,30.97,19.2,3,"E","N"
"NFork_Cygnet_1_1_short_0","4",31.37,31.51,11,4,"G","N"
"NFork_Cygnet_1_1_short_0","4",31.65,31.89,15.6,3,"G","N"
"NFork_Cygnet_1_1_short_0","4",32.64,32.89,24.9,3,"E","N"
"NFork_Cygnet_1_1_short_0","4",33.8,33.91,10.1,3,"E","N"
"NFork_Cygnet_1_1_short_0","4",35.37,35.54,15.6,4,"E","N"
"NFork_Cygnet_1_1_short_0","4",35.6,35.82,19.9,3,"E","N"
"NFork_Cygnet_1_1_short_0","4",36.71,36.97,20.9,3,"G","N"
"NFork_Cygnet_1_1_short_0","4",38.67,38.94,29.1,4,"G","N"
"NFork_Cygnet_1_1_short_0","4",39.95,40.19,28.1,5,"G","N"
"NFork_Cygnet_1_1_short_0","4",40.35,40.53,15.1,3,"E","N"
"NFork_Cygnet_1_1_short_0","4",42.84,43,15.5,3,"G","N"
"NFork_Cygnet_1_1_short_0","4",44.67,45.39,42.4,3,"E","N"
"NFork_Cygnet_1_1_short_0","4",45.56,46.08,39.3,3,"G","Y"
"NFork_Cygnet_1_1_short_0","4",45.56,NA,19.3,3,"E","Y"
"NFork_Cygnet_1_1_short_0","4",46.51,46.79,29.4,3,"G","N"
